funder,tax_year,schedule,recipient,recipient_ein,city,state,amount,amount_noncash,noncash_desc,purpose,source
The Ahmanson Foundation,2024,990-PF-XV,LOS ANGELES BALLET INC,,LOS ANGELES,CA,117000,,,FOR A BOX TRUCK,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,LONG BEACH MUSEUM OF ART FOUNDATION,,LONG BEACH,CA,116000,,,TOWARD REPAIRS AND RESTORATION OF THE CARRIAGE HOUSE,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,ANTHESIS SERVICES,,ONTARIO,CA,115600,,,FOR ACQUISITION OF TWO PASSENGER VANS,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,RANCHO SANTA ANA BOTANIC GARDEN,,CLAREMONT,CA,115000,,,FOR INSTALLATION OF AN ELEVATOR IN THE ADMINISTRATION & SCIENCE BUILDING,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,LANCASTER HOMELESS GROUP,,LANCASTER,CA,114300,,,FOR NEW EQUIPMENT FOR THE COFFEE ROASTING SOCIAL ENTERPRISE,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,VALLEY VILLAGE,,WINNETKA,CA,113000,,,FOR ACQUISITION AND INSTALLATION OF 12 CLIENT CEILING LIFTS AT 3 PROPERTIES,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,ALTADENA MOUNTAIN RESCUE TEAM,,ALTADENA,CA,111300,,,FOR ACQUISITION OF A REPLACEMENT CUSTOM SEARCH AND RESCUE TRUCK,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,WHITTIER AREA FIRST DAY COALITION,,WHITTIER,CA,111000,,,FOR ROOF REPLACEMENT AT FIRST DAY HOUSING CENTER,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,COALITION TO ABOLISH SLVY & TRAF,,LOS ANGELES,CA,110000,,,FOR WEBSITE AND BRANDING REDESIGN,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,THE CENTER IN HOLLYWOOD,,LOS ANGELES,CA,109000,,,FOR TECHNOLOGY UPGRADES,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,SIERRA MADRE PLAYHOUSE,,SIERRA MADRE,CA,108000,,,FOR NEW AUDIO AND LIGHTING SYSTEMS,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,PORT OF LOS ANGELES HIGH SCHOOL,,SAN PEDRO,CA,106500,,,FOR INSTALLATION OF A DIGITAL MARQUEE,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,A NOISE WITHIN,,PASADENA,CA,105000,,,TOWARD BACKSTAGE EQUIPMENT AND STAGE TECHNOLOGY UPGRADES,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,HAYNES FAMILY OF PROGRAMS,,LA VERNE,CA,105000,,,FOR EXPANSION OF THE PARKING LOT,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,LOS ANGELES LGBT CENTER,,LOS ANGELES,CA,105000,,,PARTIAL REPL. OF FLOORING AND WINDOWS IN THE TRIANGLE SQ. AFFORDABLE HOUSING COMPLEX FOR SENIORS,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,SPECIAL NEEDS NETWORK INC,,LOS ANGELES,CA,105000,,,TOWARD EQUIPMENT AND FURNISHINGS FOR THE TECH SPACE AT THE CENTER FOR AUTISM AND DEV. DISABILITIES,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,SOUTHERN CALIFORNIA COUNSELING CTR,,LOS ANGELES,CA,102300,,,FOR EHR UPGRADES,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,ONEGENERATION,,VAN NUYS,CA,102000,,,FOR THE CHILDCARE CLASSROOM MODIFICATION PROJECT AT THE VAN NUYS SITE,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,YOUTH MENTORING CONNECTION,,LOS ANGELES,CA,102000,,,ADDITIONAL SUPPORT TOWARD THE YMC URBAN OASIS/REMODEL PROJECT,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,KARSH FAMILY SOCIAL SERVICE CENTER,,LOS ANGELES,CA,100900,,,FOR ACQUISITION OF A REFRIGERATED VAN FOR KARSH WEST,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,ATHERTON BAPTIST HOMES,,ALHAMBRA,CA,100000,,,TOWARD REPLACEMENT OF FLOORING IN THE SKILLED NURSING FACILITY,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,COMMUNITY FAMILY GUIDANCE CENTER,,CERRITOS,CA,100000,,,TOWARD TECHNOLOGY UPGRADES,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,EAST L A COMMUNITY CORPORATION,,LOS ANGELES,CA,100000,,,TOWARD EQUIPPING AND RETROFITTING LORENA TERRACE APARTMENTS TO BE FULLY ELECTRIC,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,KOREATOWN YOUTH AND COMMUNITY CTR,,LOS ANGELES,CA,100000,,,FOR RENOVATION AND EXPANSION OF THE 4TH FLOOR OF THE KOA BUILDING,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,MUSEUM OF JURASSIC TECHNOLOGY,,CULVER CITY,CA,100000,,,TOWARD CONSTRUCTION OF GALLERY SPACES AND EQUIPMENT FOR A NEW PERMANENT EXHIBIT,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,PARENT INSTITUTE FOR QUALITY EDUC,,NATIONAL CITY,CA,100000,,,"OVER TWO YEARS, FOR THE TEACHER WORKSHOP FOR EFFECTIVE PARENT ENGAGEMENT IN LOS ANGELES",https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,POMONA COMMUNITY HEALTH CENTER,,POMONA,CA,100000,,,TOWARD PHYSICAL AND ONLINE SECURITY SYSTEM UPGRADES,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,ST JOSEPHS CATHOLIC CHURCH,,LONG BEACH,CA,100000,,,TOWARD RENOVATION OF FR. MARTIN HALL,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,WISE READERS TO LEADERS,,LOS ANGELES,CA,100000,,,TOWARD CRM SOFTWARE AND TECHNOLOGY,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,ZOCALO PUBLIC SQUARE,,LOS ANGELES,CA,100000,,,TOWARD WEBSITE REDESIGN AND UPDATED BRANDING,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,ALEXANDRIA HOUSE,,LOS ANGELES,CA,99953,,,FOR ACQUISITION OF A CLIENT TRANSPORTATION VEHICLE AND REPLACEMENT PICKUP TRUCK,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,TIERRA DEL SOL FOUNDATION,,SUNLAND,CA,99600,,,FOR ASPHALT REPAIR AND REPLACEMENT,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,SALESIAN FAMILY YOUTH CENTER,,LOS ANGELES,CA,99000,,,FOR TWO YOUTH TRANSPORT VANS,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,COMMUNITY LEGAL AID SOCAL,,SANTA ANA,CA,98500,,,FOR ROOF AND FLOOR REPAIRS AT THE COMPTON OFFICE,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,ART SHARE LOS ANGELES INC,,LOS ANGELES,CA,97000,,,TOWARD REPAIR OF 10 AFFORDABLE ARTISTS LOFTS AND ONE RESIDENT MANAGER LOFT,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,ST MATTHIAS HIGH SCHOOL,,DOWNEY,CA,94000,,,"FOR LAPTOPS, SOFTWARE, AND ACCESSORIES FOR FACULTY AND STAFF",https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,AMERICAN INDIAN COLLEGE FUND,,DENVER,CO,90000,,,"SCHOLARSHIP SUPPORT, 2024-2025",https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,ART CENTER COLLEGE OF DESIGN,,PASADENA,CA,90000,,,"SCHOLARSHIP SUPPORT, 2024-2025",https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,AZUSA PACIFIC UNIVERSITY,,AZUSA,CA,90000,,,"SCHOLARSHIP SUPPORT, 2024-2025",https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,BIOLA UNIVERSITY INC,,LA MIRADA,CA,90000,,,"SCHOLARSHIP SUPPORT, 2024-2025",https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,CALIFORNIA INSTITUTE OF TECHNOLOGY,,PASADENA,CA,90000,,,"SCHOLARSHIP SUPPORT, 2024-2025",https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,CALIFORNIA LUTHERAN UNIVERSITY,,THOUSAND OAKS,CA,90000,,,"SCHOLARSHIP SUPPORT, 2024-2025",https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,CHAPMAN UNIVERSITY,,ORANGE,CA,90000,,,"SCHOLARSHIP SUPPORT, 2024-2025",https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,CLAREMONT GRADUATE UNIVERSITY,,CLAREMONT,CA,90000,,,"SCHOLARSHIP SUPPORT, 2024-2025",https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,CLAREMONT MCKENNA COLLEGE,,CLAREMONT,CA,90000,,,"SCHOLARSHIP SUPPORT, 2024-2025",https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,CREIGHTON UNIVERSITY,,OMAHA,NE,90000,,,"SCHOLARSHIP SUPPORT, 2024-2025",https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,HARVEY MUDD COLLEGE,,CLAREMONT,CA,90000,,,"SCHOLARSHIP SUPPORT, 2024-2025",https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,LOYOLA MARYMOUNT UNIVERSITY,,LOS ANGELES,CA,90000,,,"SCHOLARSHIP SUPPORT, 2024-2025",https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,MOUNT SAINT MARY'S UNIVERSITY,,LOS ANGELES,CA,90000,,,"SCHOLARSHIP SUPPORT, 2024-2025",https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,NEBRASKA WESLEYAN UNIVERSITY,,LINCOLN,NE,90000,,,"SCHOLARSHIP SUPPORT, 2024-2025",https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,OCCIDENTAL COLLEGE,,LOS ANGELES,CA,90000,,,"SCHOLARSHIP SUPPORT, 2024-2025",https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,OTIS COLLEGE OF ART AND DESIGN,,LOS ANGELES,CA,90000,,,"SCHOLARSHIP SUPPORT, 2024-2025",https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,PEPPERDINE UNIVERSITY,,MALIBU,CA,90000,,,"SCHOLARSHIP SUPPORT, 2024-2025",https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,PITZER COLLEGE,,CLAREMONT,CA,90000,,,"SCHOLARSHIP SUPPORT, 2024-2025",https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,POMONA COLLEGE,,CLAREMONT,CA,90000,,,"SCHOLARSHIP SUPPORT, 2024-2025",https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,SANTA CECILIA OPERA AND ORCH ASSN,,LOS ANGELES,CA,90000,,,TOWARD EQUIPPING THE EXPANDED SANTA CECILIA ARTS AND LEARNING CENTER,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,SCRIPPS COLLEGE,,CLAREMONT,CA,90000,,,"SCHOLARSHIP SUPPORT, 2024-2025",https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,UNIVERSITY OF LA VERNE,,LA VERNE,CA,90000,,,"SCHOLARSHIP SUPPORT, 2024-2025",https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,UNIVERSITY OF REDLANDS,,REDLANDS,CA,90000,,,"SCHOLARSHIP SUPPORT, 2024-2025",https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,UNIVERSITY OF SAN DIEGO,,SAN DIEGO,CA,90000,,,"SCHOLARSHIP SUPPORT, 2024-2025",https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,WESTMONT COLLEGE,,SANTA BARBARA,CA,90000,,,"SCHOLARSHIP SUPPORT, 2024-2025",https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,WHITTIER COLLEGE,,WHITTIER,CA,90000,,,"SCHOLARSHIP SUPPORT, 2024-2025",https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,HOUSING WORKS,,LOS ANGELES,CA,89500,,,TOWARD A VAN FOR FOOD DISTRIBUTION AND A CAR FOR CLIENT TRANSPORTATION,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,THEATRE AT BOSTON COURT,,PASADENA,CA,88000,,,FOR AUDIO EQUIPMENT UPGRADES,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,CONSTITUTIONAL RIGHTS FOUNDATION,,LOS ANGELES,CA,87800,,,TOWARD WEBSITE REDESIGN AND SIGNAGE UPDATES,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,HARRIETT BUHAI CENTER FOR FAM LAW,,LOS ANGELES,CA,87000,,,FOR UPGRADED TECHNOLOGY,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,SAFE PARKING LA,,LOS ANGELES,CA,85000,,,FOR SOFTWARE UPGRADES,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,SHELTER PARTNERSHIP INC,,LOS ANGELES,CA,84500,,,FOR ACQUISITION OF A BOX TRUCK FOR THE SHELTER RESOURCE BANK PROGRAM,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,SOUTH ASIAN NETWORK INC,,ARTESIA,CA,83500,,,FOR A 10-PASSENGER VAN FOR CLIENT TRANSPORTATION AND VEHICLE WRAP,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,AMERICAN CONTEMPORARY BALLET INC,,LOS ANGELES,CA,83000,,,FOR NEW DANCE FLOORS,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,SAVING INNOCENCE INC,,LOS ANGELES,CA,82000,,,"TOWARD ACQUISITION OF TECHNOLOGY, EQUIPMENT, AND FURNISHINGS",https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,MAR VISTA FAMILY CENTER,,CULVER CITY,CA,81300,,,FOR CAMPUS REPAIRS AND RENOVATIONS,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,FLORENCE CRITTENTON SVCS OF OC,,FULLERTON,CA,80000,,,TOWARD NEW SERVERS AND NETWORK INFRASTRUCTURE UPGRADES,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,LAS FAMILIAS DEL PUEBLO,,LOS ANGELES,CA,80000,,,TOWARD THE PURCHASE OF SOLAR PANELS,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,ARTS FOR L A,,WEST COVINA,CA,79400,,,"FOR ACQUISITION OF TECHNOLOGY, EQUIPMENT, AND WEBSITE UPGRADES",https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,FLORICANTO DANCE THEATRE,,LOS ANGELES,CA,78500,,,FOR CONSTRUCTION OF AN ADA COMPLIANT RESTROOM AND A STORAGE UNIT,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,YOUNG STORYTELLERS FOUNDATION,,LOS ANGELES,CA,77500,,,FOR UPDATED BRANDING AND MARKETING MATERIALS AND WEBSITE UPGRADES,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,COMMUNITY PARTNERS,,LOS ANGELES,CA,75000,,,TOWARD PROGRAM SUPPORT FOR TEENTIX LA,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,FOOD FINDERS INC,,LOS ALAMITOS,CA,75000,,,TOWARD ACQUISITION OF A REPLACEMENT REFRIGERATED TRUCK,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,LOS ANGELES CENTER OF PHOTOGRAPHY,,LOS ANGELES,CA,75000,,,FOR EQUIPPING THE NEW LOCATION,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,PEPPERDINE UNIVERSITY,,MALIBU,CA,75000,,,"FOR THE AHMANSON VETERANS SCHOLARSHIP INITIATIVE, 2024-2025",https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,UNIVERSITY OF SOUTHERN CALIFORNIA,,LOS ANGELES,CA,75000,,,"FOR THE AHMANSON VETERANS SCHOLARSHIP INITIATIVE, 2024-2025",https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,KIDS COMMUNITY CLINIC OF BURBANK,,BURBANK,CA,74500,,,"FOR CLINIC UPGRADES AND NEW SOFTWARE, ALONG WITH REPLACEMENT DENTAL EQUIPMENT AND HVAC",https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,MCKINLEY CHILDRENS CENTER INC,,SAN DIMAS,CA,72000,,,FOR CREATION OF A WALKING PATH AT THE SAN DIMAS CAMPUS,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,HEALTHRIGHT 360,,SAN FRANCISCO,CA,70500,,,FOR ROOF REPLACEMENT AT THE PROTOTYPES POMONA RESIDENTIAL TREATMENT FACILITY,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,PARAMOUNT CARE FOUNDATION,,PARAMOUNT,CA,70000,,,FOR CREATION OF A MULTI-PURPOSE DANCE AND ACTIVITY CLASSROOM,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,WOMEN'S CENTER FOR CREATIVE WORK,,LOS ANGELES,CA,69700,,,FOR FURNITURE AND A/V EQUIPMENT FOR THE NEW LOCATION,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,INLAND VLY DRUG & ALC RECV SVCS,,UPLAND,CA,69200,,,FOR A HYBRID CLIENT TRANSPORT VEHICLE,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,SPIRIT SERIES INC,,SANTA MONICA,CA,67500,,,TOWARD DEVELOPMENT OF THE ONLINE LEARNING MANAGEMENT SYSTEM,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,YOUNG EISNER SCHOLARS,,INGLEWOOD,CA,67500,,,FOR ACQUISITION OF A 10-PASSENGER VAN,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,CASA COLINA HOSP AND CTRS FOR HC,,POMONA,CA,66400,,,FOR ACQUISITION OF THREE ENVIRONMENTAL CONTROL UNITS AND EYE TRACKING DEVICES,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,BITHIAHS FAMILY SERVICES,,CHINO,CA,65000,,,FOR TECHNOLOGY UPGRADES,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,THE OTHER SIDE OF THE HILL PRODS,,NORTH HOLLYWOOD,CA,62500,,,FOR A SUPERTITLES SYSTEM AND THEATER REPAIRS,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,A STEP TO FREEDOM,,LOS ANGELES,CA,60800,,,FOR ACQUISITION OF A TRUCK USED FOR CLIENT AND SUPPLIES TRANSPORTATION,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,GET LIT WORDS IGNITE INC,,LOS ANGELES,CA,60500,,,FOR ACQUISITION OF FURNISHINGS AND PROGRAMMING EQUIPMENT,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,STUDENTS RUN AMERICA,,TARZANA,CA,60000,,,"TOWARD LA MARATHON DAY EXPENSES, 2024",https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,THE VILLAGE FAMILY SERVICES INC,,NORTH HOLLYWOOD,CA,59600,,,TWO SOUNDPROOF MEETING PODS AND SIX LAPTOPS FOR THE RELOCATED BRIDGE AND TRANSITIONAL HSG. PROG.,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,FILM INDEPENDENT INC,,LOS ANGELES,CA,58700,,,FOR OFFICE TECHNOLOGY AND THEATER UPGRADES,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,ALCOTT CENTER FOR MENTAL HLTH SVCS,,CULVER CITY,CA,56100,,,TOWARD ACQUISITION OF A VEHICLE,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,826LA,,LOS ANGELES,CA,55900,,,FOR TECHNOLOGY AND WEBSITE UPGRADES,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,SOUTH COAST BOTANIC GARDEN FDN,,PALOS VERDES PENINSULA,CA,55000,,,TOWARD ACQUISITION OF HORTICULTURAL EQUIPMENT AND STORAGE SHEDS,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,VENICE HERITAGE FOUNDATION,,VENICE,CA,55000,,,FOR EQUIPPING THE NEW VENICE HERITAGE MUSEUM,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,WOODCRAFT RANGERS,,LOS ANGELES,CA,53500,,,FOR A VEHICLE TO TRANSPORT PROGRAM MATERIALS,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,HEIDI DUCKLER DANCE,,LOS ANGELES,CA,53000,,,FOR TECHNOLOGY AND EQUIPMENT FOR STAFF AND PERFORMANCES,https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,ART CENTER COLLEGE OF DESIGN,,PASADENA,CA,50000,,,"FOR THE AHMANSON VETERANS SCHOLARSHIP INITIATIVE, 2024-2025",https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,AZUSA PACIFIC UNIVERSITY,,AZUSA,CA,50000,,,"FOR THE AHMANSON VETERANS SCHOLARSHIP INITIATIVE, 2024-2025",https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,BIOLA UNIVERSITY INC,,LA MIRADA,CA,50000,,,"FOR THE AHMANSON VETERANS SCHOLARSHIP INITIATIVE, 2024-2025",https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
The Ahmanson Foundation,2024,990-PF-XV,BISHOP CONATY-OUR LADY LORETTO HS,,LOS ANGELES,CA,50000,,,"SCHOLARSHIP SUPPORT, 2024-2025",https://projects.propublica.org/nonprofits/full_text/202532549349101503/IRS990PF
