funder,tax_year,schedule,recipient,recipient_ein,city,state,amount,amount_noncash,noncash_desc,purpose,source
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Beth Medrash of Asbury Park Inc,27-0694073,Lakewood,NJ,25000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Bnai Simcha Jewish Community Preschool,95-3643872,Pasadena,CA,25000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Buddy Program Inc,74-2594693,Aspen,CO,25000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Burbank Temple Emanuel,95-1696705,Burbank,CA,25000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Center for Entrepreneurial Jewish Philanthropy,14-1925345,New Rochelle,NY,25000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Center for the Pacific-Asian Family Inc,95-3532351,LA,CA,25000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Chabad of Southern Nevada Inc,88-0265300,Las Vegas,NV,25000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Chase Fnd,95-4423022,Encino,CA,25000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Cheder Toras Zev,27-0724903,Lakewood,NJ,25000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Cleveland Clinic Fnd,34-0714585,Las Vegas,NV,25000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Girls Club of Los Angeles,23-7203822,LA,CA,25000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Glendale Adventist Medical Center Fnd,95-3899682,Glendale,CA,25000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Grameen America Inc,20-8497991,Jackson Heights,NY,25000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Hebrew at the Center Inc,39-2076615,Westborough,MA,25000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Heterodox Academy,82-2903153,New York,NY,25000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Ilan Ramon Day School,95-4661185,Agoura,CA,25000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Jewish Institute for Liberal Values,87-3619728,Columbus,OH,25000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Joe Torre Safe at Home Fnd,03-0442514,New York,NY,25000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Leading Edge Alliance Inc,81-2625263,New York,NY,25000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,LIFT Inc,52-2168409,LA,CA,25000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Los Angeles Conservation Corps,95-4002138,LA,CA,25000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Los Angeles Sports & Entertainment Commission,95-4541188,LA,CA,25000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Los Angeles Unified School District Education Fdn,68-0503221,LA,CA,25000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Lynne Cohen Fnd for Ovarian Cancer Research,95-4668714,Santa Monica,CA,25000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Manhattan Class Company Inc aka MCC Theater,13-3391844,New York,NY,25000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,National PKU Alliance Inc,26-2849140,Washington,DC,25000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Nefesh Yehudie Inc,20-5202955,Brooklyn,NY,25000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,New York University,13-5562308,New York,NY,25000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Partners For Children South LA,85-3008294,Inglewood,CA,25000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Pasadena Jewish Temple and Center,95-1691318,Pasadena,CA,25000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,STEM to the Future,82-1966013,LA,CA,25000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Temple Adat Elohim,95-2596965,Thousand Oaks,CA,25000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Temple B'nai Hayim,95-2565339,Sherman Oaks,CA,25000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Temple Mishkon Tephilo,95-1544590,Venice,CA,25000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Temple of the Arts,95-4383789,Beverly Hills,CA,25000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,The Jewish Peoplehood Alliance Inc,83-3859068,Palm Beach,FL,25000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Turrell Art Fnd,26-2635896,Flagstaff,AZ,25000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,United Jewish Appeal Federation NY Philanthropies,51-0172429,New York,NY,25000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,University of North Carolina Chapel Hill,56-6001393,Chapel Hill,NC,25000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Westside Infant-Family Network,27-4018980,Culver City,CA,25000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Zecher Avrohom Inc,26-3744888,Brooklyn,NY,25000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Zero To Three National Center for Infants,52-1105189,Washington,DC,25000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Phase One - The Road to Curing Cancer,91-2129319,Santa Monica,CA,24150,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,First Grace Community Alliance,26-3687178,New Orleans,LA,24000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Missouri Torah Institute,20-8392331,Chesterfield,MO,24000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Tampa Torah Academy,88-0799152,Tampa,FL,24000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Yeshiva Torah Temimah of Lakewood,46-5000686,Lakewood,NJ,24000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Fnd for the Defense of Democracies Inc,13-4174402,Washington,DC,23800,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Westwood Kehilla,95-3950064,LA,CA,23526,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Stephen Siller Tunnel to Towers Fnd,02-0554654,Staten Island,NY,23400,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Temple Sinai of Glendale,95-1756438,Glendale,CA,23300,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Passaic-Clifton Gemach Inc,88-1012153,Passaic,NJ,23220,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Chabad of California,95-4029756,LA,CA,23210,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Renewal of Life Inc,90-0772896,Brooklyn,NY,23100,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Israel on Campus Coalition,30-0664947,Washington,DC,23000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Community Shul,81-2199739,LA,CA,22860,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Food Forward Inc,90-0678872,N Hollywood,CA,22700,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Kumi Uri USA,81-2234920,Brooklyn,NY,22600,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Congregation Birchas Chaim Inc,22-3642479,Lakewood,NJ,22400,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Pico Bais Medrash Corp,45-5548680,LA,CA,22160,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,American Heart Association Inc,13-5613797,Eagan,MN,22010,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Congregation Bais Yosef of Lakewood Inc,83-1070551,Lakewood,NJ,22000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Congregation of Ridnik,81-3251657,Airmont,NY,22000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Duke University,56-0532129,Durham,NC,22000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Smithsonian Institution,53-0206027,Washington,DC,22000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Chabad of Brentwood Inc,20-3291958,LA,CA,21844,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Beauty Bus Fnd,26-3075655,LA,CA,21650,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,West Coast Torah Center,95-4601016,Beverly Hills,CA,21640,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Code to Grow Fnd,88-2660895,LA,CA,21500,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Moishe House,26-2599786,Charlotte,NC,21200,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Talmudical Yeshiva of Philadelphia,23-1476335,Philadelphia,PA,21080,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Rett Syndrome Research Trust Inc,26-0687439,Trumbull,CT,21000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Chofetz Chaim Heritage Fnd,11-2642599,Suffern,NY,20760,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Westwood Bet Knesset,83-4456352,LA,CA,20753,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Big Brothers Big Sisters of Greater LA Inc,95-1904857,LA,CA,20550,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Sandy Hook Promise Fnd,46-1657101,Newtown,CT,20500,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,The Friendship Fnd,20-8575157,Redondo Beach,CA,20350,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Chabad of Greater Los Feliz,95-4815672,LA,CA,20300,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,JEP Congregations of Long Island,11-3149111,Lawrence,NY,20250,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Open Paths Counseling Center,95-3221061,Inglewood,CA,20250,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Zionist Organization of America,13-5628475,New York,NY,20200,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Hillel at Washington University St Louis,43-6065763,St Louis,MO,20160,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Project Miracle,27-4030539,Beverly Hills,CA,20100,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Bais Medrash of Miller Road,20-4963496,Lakewood,NJ,20000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Beloved Builders Inc,47-3898186,Florence,MA,20000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Brilliant Corners,56-2379862,LA,CA,20000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Chicago Community Kollel Inc,36-3247340,Chicago,IL,20000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Children's Book Recyling Center,95-4700404,LA,CA,20000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Club 21 Learning and Resource Center Inc,26-2887301,Pasadena,CA,20000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Community Coalition for Substance Abuse Prevention & Treatme,95-4298811,LA,CA,20000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Congregation Beth David,13-2754317,Monsey,NY,20000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Congregation Beth Medrash Govoha,51-0137088,Brooklyn,NY,20000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Congregation Ohr Torah Inc,13-4098775,Airmont,NY,20000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Discovery Land Company Fnd,20-4420241,Beverly Hills,CA,20000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Glendale Memorial Health Fnd,95-3625651,Glendale,CA,20000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,GrowGood Inc,45-5472840,Bell,CA,20000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Park Avenue Synagogue,13-1860028,New York,NY,20000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Repair the World,36-4524686,New York,NY,20000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,The Humane League,04-3817491,Rockville,MD,20000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Valley LA Mechanchim Kollel,85-2390988,North Hollywood,CA,20000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Ventura County Science Center,92-0457185,Santa Paula,CA,20000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Wayfinder Family Services,95-1977659,LA,CA,20000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Yeshiva Ketana of Long Island,11-3319522,Inwood,NY,20000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Yeshivas Chsan Sofer Inc,13-5616535,Brooklyn,NY,20000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Chai Center,95-4205081,LA,CA,19900,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Jewish Student Center aka Chabad at USC,61-1442258,LA,CA,19800,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Prager University Fnd,27-1763901,Sherman Oaks,CA,19300,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Zoological Society of San Diego,95-1648219,San Diego,CA,19100,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Jewish Theological Seminary of America,13-6167965,New York,NY,19080,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Rofeh Cholim Cancer Society Inc,11-3355081,Brooklyn,NY,19010,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Bet Yaakov Orot Sarah Inc,11-3359430,Brooklyn,NY,19000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Executive Service Corps of Southern California,95-3510781,LA,CA,19000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Pennsylvania State University Philanthropic Fund,27-4628784,University Park,PA,19000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Religious Zionist Youth Movement - Bnei Akiva,13-3713762,New York,NY,18980,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Nashuva,27-0091619,LA,CA,18860,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Bais Betzalel,95-4552970,LA,CA,18670,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Congregation Yeshivas Hachayim,26-0777919,LA,CA,18600,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Jewish World Watch,20-3406211,Encino,CA,18550,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Jewish Federation of Greater Portland,93-0386825,Tigard,OR,18200,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Beth Medrosh Govoha of Israel,11-2891182,Brooklyn,NY,18000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Bikur Cholim of Dallas,87-3970528,Dallas,TX,18000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Congregation Shearith Israel Fnd,20-3737209,Dallas,TX,18000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
Jewish Community Fdn Of The Jewish Federation Council Of Greater La,2024,990-SchI,Hashkifa,81-0882496,LA,CA,18000,,,general support,https://projects.propublica.org/nonprofits/full_text/202533199349302138/IRS990ScheduleI
