funder,tax_year,schedule,recipient,recipient_ein,city,state,amount,amount_noncash,noncash_desc,purpose,source
The Annenberg Foundation,2024,990-PF-XV,MUSIC MENDS MINDS INC,,LOS ANGELES,CA,50000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,NATIONAL FOSTER YOUTH INSTITUTE,,WASHINGTON,DC,50000,,,LOS ANGELES INTERNSHIP PROGRAMMING,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,NATIVE AMERICAN LAND CONSERVANCY,,BANNING,CA,50000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,NEWS LITERACY PROJECT INC,,WASHINGTON,DC,50000,,,COLLABORATION WITH THE USC AND LAUSD,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,OFICINA LEGAL DEL PUEBLO UNIDO INC,,AUSTIN,TX,50000,,,VOTING RIGHTS PROGRAM,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,ORANGE COUNTY FIRE AUTHORITY FOUNDATION,,IRVINE,CA,50000,,,WILDLAND PERSONAL PROTECTIVE EQUIPMENT AND FIRE SHELTERS,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,PARA LOS NINOS,,LOS ANGELES,CA,50000,,,SKID ROW COLLABORATIVE,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,PLANNED PARENTHOOD FEDERATION OF,,NEW YORK,NY,50000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,PROJECT HOPE ALLIANCE,,COSTA MESA,CA,50000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,PROMOTE THE VOTE FUND,,LANSING,MI,50000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,PROYECTO PASTORAL,,LOS ANGELES,CA,50000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,PUEBLO UNIDO CDC,,LA QUINTA,CA,50000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,SAM FIRST,,LOS ANGELES,CA,50000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,SAN DIEGO MUSEUM OF ART,,SAN DIEGO,CA,50000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,SANTA CATALINA SCHOOL,,MONTEREY,CA,50000,,,TUITION ASSISTANCE PROGRAM,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,SCHOOL ON WHEELS INC,,VENTURA,CA,50000,,,SKID ROW LEARNING CENTER,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,SHANTI ORANGE COUNTY,,LAGUNA HILLS,CA,50000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,SISTERS OF WATTS,,PALMDALE,CA,50000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,SKIRBALL CULTURAL CENTER,,LOS ANGELES,CA,50000,,,DIANE VON FURSTENBERG: WOMAN BEFORE FASHION EXHIBITION,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,SOUTHERN CALIFORNIA CENTER FOR NONPROFIT MANAGEMENT,,LOS ANGELES,CA,50000,,,SOCIAL IMPACT SECTOR SUMMIT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,ST BERNARD PROJECT INC,,NEW ORLEANS,LA,50000,,,HURRICANE HELENE AND HURRICANE MILTON RELIEF,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,ST FRANCIS CENTER,,LOS ANGELES,CA,50000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,STRIVE FOUNDATION,,LOS ANGELES,CA,50000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,SUSTAINABLE ECONOMIC ENTERPRISES OF LOS ANGELES,,LOS ANGELES,CA,50000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,THE COMMUNITY FOUNDATION OF WESTERN NORTH CAROLINA INC,,ASHEVILLE,NC,50000,,,EMERGENCY AND DISASTER RESPONSE FUND,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,THE FILM COLLABORATIVE INC,,LOS ANGELES,CA,50000,,,BREAKWATER STUDIOS LLC DOCUMENTARY FILM SERIES: ANGELS,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,THE LIVING DESERT,,PALM DESERT,CA,50000,,,WILDLIFE CONFISCATION RESCUE PROGRAM,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,THE MILKEN INSTITUTE,,SANTA MONICA,CA,50000,,,THE MILKEN INSTITUTE CENTER FOR THE FUTURE OF AGING,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,THE PLUS ME PROJECT,,LOS ANGELES,CA,50000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,THE UCLA FOUNDATION,,LOS ANGELES,CA,50000,,,DISCRETIONARY FUND FOR THE THE DIVISION OF DIGESTIVE DISEASE,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,TRIBAL MINDS,,GALT,CA,50000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,UNITED NEGRO COLLEGE FUND INC,,WASHINGTON,DC,50000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,UNITED WAY OF ASHEVILLE AND BUNCOMBE COUNTY INC,,ASHEVILLE,NC,50000,,,BUNCOMBE HURRICANE HELENE RELIEF FUND,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,UNITE-LA INC,,LOS ANGELES,CA,50000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,UNIVERSITY MUSLIM MEDICAL ASSOCIATION INC,,LOS ANGELES,CA,50000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,UNIVERSITY OF SOUTHERN CALIFORNIA,,LOS ANGELES,CA,50000,,,USC CENTER ON PHILANTHROPY AND PUBLIC POLICY,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,VOICES FOR CHILDREN,,SAN DIEGO,CA,50000,,,RIVERSIDE COUNTY PROGRAMMING,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,WALDEN ENVIRONMENT,,ENCINO,CA,50000,,,LA AND SAN BERNARDINO TRANSITIONAL HOUSING PLACEMENT PROGRAM,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,WEST SIDE FOOD BANK A NON-PROFIT CORPORATION,,SANTA MONICA,CA,50000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,WESTSIDE FAMILY HEALTH CENTER,,CULVER CITY,CA,50000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,WHITNEY MUSEUM OF AMERICAN ART,,NEW YORK,NY,50000,,,SPRING 2025 ANNENBERG LECTURE AND THE EDUCATION DEPARTMENT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,WORLD CENTRAL KITCHEN INCORPORATED,,WASHINGTON,DC,50000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,LOS ANGELES POLICE FOUNDATION,,LOS ANGELES,CA,46000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,URBAN AFFAIRS COALITION,,PHILADELPHIA,PA,46000,,,PA YOUTH VOTE,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,CHEYENNE RIVER YOUTH PROJECT INC,,EAGLE BUTTE,SD,45000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,DEPAVE,,PORTLAND,OR,45000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,SCHOOL OF AMERICAN BALLET INC,,NEW YORK,NY,45000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,THE UCLA FOUNDATION,,LOS ANGELES,CA,42600,,,WLI HOLIDAY PROGRAMMING AND THE NON-PROFIT DAY,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,EAGLE ROCK COMMUNITY CULTURAL ASSOCIATION,,LOS ANGELES,CA,40000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,GOOD DEED CORPS,,SACRAMENTO,CA,40000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,IMPERIAL VALLEY EQUITY AND JUSTICE COALITION,,CALEXICO,CA,40000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,ISSUE PROJECT ROOM INCORPORATED,,BROOKLYN,NY,40000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,LIGHTHOUSE COMMUNITY DEVELOPMENT CORPORATION,,HUMBLE,TX,40000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,LOS ANGELES COUNTY ANIMAL CARE FOUNDATION,,PASADENA,CA,40000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,NICOLET COLLEGE FOUNDATION INC,,RHINELANDER,WI,40000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,STATE HUMANE ASSOCIATION OF CALIFORNIA,,PENN VALLEY,CA,40000,,,CALANIMALS CEO FORUM AND EMERGING LEADERS PROGRAM,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,URBAN SCHOLAR ACADEMY,,INGLEWOOD,CA,40000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,VOICE OF THE EXPERIENCED VOTE,,NEW ORLEANS,LA,40000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,ARMAND HAMMER MUSEUM OF ART AND CULTURAL CENTER INC,,LOS ANGELES,CA,37500,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,A SENSE OF HOME,,HAWTHORNE,CA,35000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,CALIFORNIA COMMUNITY FOUNDATION,,LOS ANGELES,CA,35000,,,THE NOAH ALMEIDA MACK FUND FOR MENTAL HEALTH EDUCATION,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,CHAPMAN UNIVERSITY,,ORANGE,CA,35000,,,CHAPMAN UNIVERSITY TENNIS PROGRAM,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,FPTOWER INC,,CHARLOTTE,NC,35000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,GRACE,,PASADENA,CA,35000,,,ENDING HUNGER INITIATIVE,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,MUSEUM ASSOCIATES,,LOS ANGELES,CA,35000,,,COLLECTORS COMMITTEE,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,SIMA STUDIOS,,WEST HOLLYWOOD,CA,35000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,LOS ANGELES SPORTS AND ENTERTAINMENT COMMISSION,,LOS ANGELES,CA,33500,,,FIFA WORLD CUP 26 LOS ANGELES HOST CITY POSTER CONTEST,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,CHARITIES AID FOUNDATION AMERICA,,ALEXANDRIA,VA,33100,,,SOMERSET HOUSE TRUST,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,CRSP,,LOS ANGELES,CA,33000,,,SUPPORT THE CICLOS PROJECT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,COLUMBUS INSTITUTE FOR CONTEMPORARY JOURNALISM INCORPORATED,,COLUMBUS,OH,32504,,,TIM CARPENTER INSTITUTE,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,HEALTHY GULF,,NEW ORLEANS,LA,31800,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,ROYAL SHAKESPEARE COMPANY AMERICA,,NEW YORK,NY,31793,,,RSCS EDUCATION PROGRAMS,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,CAPTAIN PLANET FOUNDATION INC,,ATLANTA,GA,30000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,CITY OF HOPE,,DUARTE,CA,30000,,,GENITO-URINARY CANCER AND SUPPORT CARE PROGRAM,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,GARDENS EDGE,,ALBUQUERQUE,NM,30000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,GREAT BASIN WATER NETWORK INC,,BAKER,NV,30000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,LOS ANGELES OPERA COMPANY,,LOS ANGELES,CA,30000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,OLD TOWN ARTISAN STUDIO INC,,LA QUINTA,CA,30000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,OUR BIG KITCHEN LOS ANGELES,,LOS ANGELES,CA,30000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,VISUAL STUDIES WORKSHOP INC,,ROCHESTER,NY,30000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,CHARITIES AID FOUNDATION AMERICA,,ALEXANDRIA,VA,25991,,,COMMUNITY SECURITY TRUST FRIENDS FUND,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,FISCAL SPONSORSHIP ALLIES INC,,INDIANAPOLIS,IN,25848,,,RED CANARY MAGAZINE,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,AI LA COMMUNITY INC,,LOS ANGELES,CA,25000,,,IDEAS PROGRAM,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,ALBERTINE FOUNDATION,,NEW YORK,NY,25000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,ALCOTT CENTER FOR MENTAL HEALTH SERVICES,,CULVER CITY,CA,25000,,,MENTAL HEALTH SERVICES,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,ALLIANCE COLLEGE-READY PUBLIC SCHOOLS FOUNDATION,,LOS ANGELES,CA,25000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,AMERICAN FRIENDS OF THE FOUNDATION FOR JEWISH HERITAGE,,BEDFORD,NY,25000,,,FOUNDATION FOR JEWISH HERITAGE IN THE UNITED KINGDOM,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,AMERICAN FRIENDS OF THE ISRAEL MUSEUM,,NEW YORK,NY,25000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,AMERICAN FRIENDS OF THE PARENTS CIRCLE FAMILIES FORUM,,NEW YORK,NY,25000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,AMERICAN FRIENDS OF THE PARIS OPERA AND BALLET,,NEW YORK,NY,25000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,ARCHER SCHOOL FOR GIRLS INC,,LOS ANGELES,CA,25000,,,FINANCIAL AID PROGRAM,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,ASIAN AMERICAN EDUCATION PROJECT,,LOS ANGELES,CA,25000,,,THE ASIAN AMERICAN EDUCATION PROJECTS CURRICULUM,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,ASIAN AMERICANS-PACIFIC ISLANDERS IN PHILANTHROPY,,OAKLAND,CA,25000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,ASIAN YOUTH CENTER,,SAN GABRIEL,CA,25000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,BETTER YOUTH INC,,LOS ANGELES,CA,25000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,BLACK WOMEN FOR WELLNESS,,LOS ANGELES,CA,25000,,,SISTERS IN MOTION PROGRAM,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,BOSS INC,,LONG BEACH,CA,25000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,CALIFORNIA FIRE FOUNDATION,,SACRAMENTO,CA,25000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,CASA OF LOS ANGELES,,MONTEREY PARK,CA,25000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,CENTER FOR COUNTERING DIGITAL HATE,,WASHINGTON,DC,25000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,CENTRAL AMERICAN RESOURCE CENTER - CARECEN - OF CALIFORNIA,,LOS ANGELES,CA,25000,,,COLLEGE HEAD START PROGRAM,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,CHILDRENS DENTAL CENTER,,INGLEWOOD,CA,25000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,CITY SCHOLARS FOUNDATION,,LOS ANGELES,CA,25000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,CLINICA MSR OSCAR A ROMERO,,LOS ANGELES,CA,25000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,COMMUNITY PARTNERS,,LOS ANGELES,CA,25000,,,THE GRANTSMANSHIP CENTER,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,COMMUNITY PARTNERS,,LOS ANGELES,CA,25000,,,LAS FOTOS PROJECT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,COMPANY OF THE REDWOOD LIBRARY AND ATHENAEM,,NEWPORT,RI,25000,,,PETER HARRISON AND THE ARCHITECTURE OF ASPIRATION PROJECT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,COURT APPOINTED SPECIAL ADVOCATES OF ORANGE COUNTY INC,,ORANGE,CA,25000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,DYNASTYS UNITED YOUTH ASSOCIATION,,INGLEWOOD,CA,25000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,EAST-WEST PLAYERS INC,,LOS ANGELES,CA,25000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,ED AGENCY,,LOS ANGELES,CA,25000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,EMERALD CITIES COLLABORATIVE INC,,WASHINGTON,DC,25000,,,CALIFORNIA STATEWIDE ARTS AND CLIMATE CHANGE LA CONVENING,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,EMPOWHER INSTITUTE INC,,LOS ANGELES,CA,25000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,EVERY DAY ACTION,,NORTH HOLLYWOOD,CA,25000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,FEAST INC,,LOS ANGELES,CA,25000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,FOSTER PARROTS LTD,,HOPKINTON,RI,25000,,,DISCRETIONARY FUND FOR ADOPTION PROG DIRECTOR AND AVIAN SPC,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,FRIENDS OF BONOBOS,,DURHAM,NC,25000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,FRIENDS OF THE LOS ANGELES RIVER,,LOS ANGELES,CA,25000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,FRIENDS OF THE MUSEES DES ARTS DECORATIFS,,NEW YORK,NY,25000,,,GENERAL OPERATING SUPPORT,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,FRIENDS OF THE MUSEES DES ARTS DECORATIFS,,NEW YORK,NY,25000,,,UNITED STATES OPERATIONS,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
The Annenberg Foundation,2024,990-PF-XV,FUTURE ROOTS INC,,LOS ANGELES,CA,25000,,,LOOKOUT FM,https://projects.propublica.org/nonprofits/full_text/202543219349108909/IRS990PF
